"tgl_transaksi","nama_sales","harga_asli","customer","tipe_produk","nama","domisili","usia","name","start_date","end_date","budget"
"10/3/2021","Agus","Rp1,575,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"10/3/2021","Agus","Rp1,575,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"10/3/2021","Agus","Rp1,575,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"10/3/2021","Agus","Rp1,575,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"29/7/2021","Octroy","Rp1,059,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"29/7/2021","Octroy","Rp1,059,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"29/7/2021","Octroy","Rp1,059,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"29/7/2021","Octroy","Rp1,059,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"29/7/2021","Octroy","Rp1,059,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"29/7/2021","Octroy","Rp1,059,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"14/1/2021","Agus","Rp557,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"14/1/2021","Agus","Rp557,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"14/1/2021","Agus","Rp557,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"14/1/2021","Agus","Rp557,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"14/1/2021","Agus","Rp557,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"14/1/2021","Agus","Rp557,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"14/1/2021","Agus","Rp557,000.00","Nah","Produk D","Nah","Jakarta","23","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"31/7/2021","Octroy","Rp57,000.00","Bzayan","Produk D","Bzayan","Jawa Barat","18","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"25/5/2021","Octroy","Rp780,000.00","Ixoim","Produk G","Ixoim","Jawa Barat","38","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"25/5/2021","Octroy","Rp780,000.00","Ixoim","Produk G","Ixoim","Jawa Barat","38","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"25/5/2021","Octroy","Rp780,000.00","Ixoim","Produk G","Ixoim","Jawa Barat","38","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"25/5/2021","Octroy","Rp780,000.00","Ixoim","Produk G","Ixoim","Jawa Barat","38","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"25/5/2021","Octroy","Rp780,000.00","Ixoim","Produk G","Ixoim","Jawa Barat","38","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"25/5/2021","Octroy","Rp780,000.00","Ixoim","Produk G","Ixoim","Jawa Barat","38","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"25/5/2021","Octroy","Rp780,000.00","Ixoim","Produk G","Ixoim","Jawa Barat","38","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"25/5/2021","Octroy","Rp130,000.00","Mygneo","Produk B","Mygneo","Luar Indonesia","34","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"25/5/2021","Octroy","Rp130,000.00","Mygneo","Produk B","Mygneo","Luar Indonesia","34","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"25/5/2021","Octroy","Rp130,000.00","Mygneo","Produk B","Mygneo","Luar Indonesia","34","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"25/5/2021","Octroy","Rp130,000.00","Mygneo","Produk B","Mygneo","Luar Indonesia","34","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"25/5/2021","Octroy","Rp130,000.00","Mygneo","Produk B","Mygneo","Luar Indonesia","34","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"25/5/2021","Octroy","Rp130,000.00","Mygneo","Produk B","Mygneo","Luar Indonesia","34","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"25/5/2021","Octroy","Rp130,000.00","Mygneo","Produk B","Mygneo","Luar Indonesia","34","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"10/1/2021","Dena","Rp150,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"10/1/2021","Dena","Rp150,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"10/1/2021","Dena","Rp150,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"10/1/2021","Dena","Rp150,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"10/1/2021","Dena","Rp150,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"10/1/2021","Dena","Rp150,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"10/1/2021","Dena","Rp150,000.00","Tichaona","Produk A","Tichaona","Luar Indonesia","29","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"16/3/2021","Agus","Rp1,269,280.00","Nah","Produk B","Nah","Jakarta","23","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"16/3/2021","Agus","Rp1,269,280.00","Nah","Produk B","Nah","Jakarta","23","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"16/3/2021","Agus","Rp1,269,280.00","Nah","Produk B","Nah","Jakarta","23","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"16/3/2021","Agus","Rp1,269,280.00","Nah","Produk B","Nah","Jakarta","23","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"16/3/2021","Agus","Rp1,269,280.00","Nah","Produk B","Nah","Jakarta","23","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"16/3/2021","Agus","Rp1,269,280.00","Nah","Produk B","Nah","Jakarta","23","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"16/3/2021","Agus","Rp1,269,280.00","Nah","Produk B","Nah","Jakarta","23","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"17/7/2021","Agus","Rp552,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"17/7/2021","Agus","Rp552,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"17/7/2021","Agus","Rp552,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"17/7/2021","Agus","Rp552,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"17/7/2021","Agus","Rp552,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"17/7/2021","Agus","Rp552,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"17/7/2021","Agus","Rp552,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"3/7/2021","Agus","Rp190,000.00","Ousmane","Produk E","Ousmane","Luar Indonesia","20","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"3/7/2021","Agus","Rp190,000.00","Ousmane","Produk E","Ousmane","Luar Indonesia","20","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/7/2021","Agus","Rp190,000.00","Ousmane","Produk E","Ousmane","Luar Indonesia","20","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"3/7/2021","Agus","Rp190,000.00","Ousmane","Produk E","Ousmane","Luar Indonesia","20","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"3/7/2021","Agus","Rp190,000.00","Ousmane","Produk E","Ousmane","Luar Indonesia","20","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"3/7/2021","Agus","Rp190,000.00","Ousmane","Produk E","Ousmane","Luar Indonesia","20","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"23/7/2021","Aini","Rp130,000.00","Adegoke","Produk A","Adegoke","Luar Indonesia","41","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"23/7/2021","Aini","Rp130,000.00","Adegoke","Produk A","Adegoke","Luar Indonesia","41","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"23/7/2021","Aini","Rp130,000.00","Adegoke","Produk A","Adegoke","Luar Indonesia","41","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"23/7/2021","Aini","Rp130,000.00","Adegoke","Produk A","Adegoke","Luar Indonesia","41","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"23/7/2021","Aini","Rp130,000.00","Adegoke","Produk A","Adegoke","Luar Indonesia","41","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"23/7/2021","Aini","Rp130,000.00","Adegoke","Produk A","Adegoke","Luar Indonesia","41","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"23/7/2021","Aini","Rp130,000.00","Adegoke","Produk A","Adegoke","Luar Indonesia","41","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"24/6/2021","Aini","Rp240,000.00","Okafor","Produk D","Okafor","Jakarta","16","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"24/6/2021","Aini","Rp240,000.00","Okafor","Produk D","Okafor","Jakarta","16","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"24/6/2021","Aini","Rp240,000.00","Okafor","Produk D","Okafor","Jakarta","16","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"24/6/2021","Aini","Rp240,000.00","Okafor","Produk D","Okafor","Jakarta","16","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"24/6/2021","Aini","Rp240,000.00","Okafor","Produk D","Okafor","Jakarta","16","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"24/6/2021","Aini","Rp240,000.00","Okafor","Produk D","Okafor","Jakarta","16","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"24/6/2021","Aini","Rp240,000.00","Okafor","Produk D","Okafor","Jakarta","16","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"16/4/2021","Agus","Rp438,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"16/4/2021","Agus","Rp438,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"16/4/2021","Agus","Rp438,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"16/4/2021","Agus","Rp438,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"16/4/2021","Agus","Rp438,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"16/4/2021","Agus","Rp438,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"16/4/2021","Agus","Rp438,000.00","Tichaona","Produk C","Tichaona","Luar Indonesia","29","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"27/7/2021","Aini","Rp90,000.00","Evii","Produk B","Evii","Jawa Barat","19","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"27/7/2021","Aini","Rp90,000.00","Evii","Produk B","Evii","Jawa Barat","19","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"27/7/2021","Aini","Rp90,000.00","Evii","Produk B","Evii","Jawa Barat","19","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"27/7/2021","Aini","Rp90,000.00","Evii","Produk B","Evii","Jawa Barat","19","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"27/7/2021","Aini","Rp90,000.00","Evii","Produk B","Evii","Jawa Barat","19","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"27/7/2021","Aini","Rp90,000.00","Evii","Produk B","Evii","Jawa Barat","19","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"27/7/2021","Aini","Rp90,000.00","Evii","Produk B","Evii","Jawa Barat","19","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"21/6/2021","Octroy","Rp88,000.00","Jeingzou","Produk C","Jeingzou","Jakarta","19","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"21/6/2021","Octroy","Rp88,000.00","Jeingzou","Produk C","Jeingzou","Jakarta","19","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"21/6/2021","Octroy","Rp88,000.00","Jeingzou","Produk C","Jeingzou","Jakarta","19","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"21/6/2021","Octroy","Rp88,000.00","Jeingzou","Produk C","Jeingzou","Jakarta","19","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"21/6/2021","Octroy","Rp88,000.00","Jeingzou","Produk C","Jeingzou","Jakarta","19","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"21/6/2021","Octroy","Rp88,000.00","Jeingzou","Produk C","Jeingzou","Jakarta","19","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"21/6/2021","Octroy","Rp88,000.00","Jeingzou","Produk C","Jeingzou","Jakarta","19","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"25/4/2021","Octroy","Rp70,000.00","Chi","Produk G","Chi","Bali","32","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"25/4/2021","Octroy","Rp70,000.00","Chi","Produk G","Chi","Bali","32","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"25/4/2021","Octroy","Rp70,000.00","Chi","Produk G","Chi","Bali","32","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"25/4/2021","Octroy","Rp70,000.00","Chi","Produk G","Chi","Bali","32","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"25/4/2021","Octroy","Rp70,000.00","Chi","Produk G","Chi","Bali","32","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"25/4/2021","Octroy","Rp70,000.00","Chi","Produk G","Chi","Bali","32","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"25/4/2021","Octroy","Rp70,000.00","Chi","Produk G","Chi","Bali","32","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"1/6/2021","Aini","Rp70,000.00","Nah","Produk B","Nah","Jakarta","23","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"1/6/2021","Aini","Rp70,000.00","Nah","Produk B","Nah","Jakarta","23","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"1/6/2021","Aini","Rp70,000.00","Nah","Produk B","Nah","Jakarta","23","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"1/6/2021","Aini","Rp70,000.00","Nah","Produk B","Nah","Jakarta","23","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"1/6/2021","Aini","Rp70,000.00","Nah","Produk B","Nah","Jakarta","23","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"1/6/2021","Aini","Rp70,000.00","Nah","Produk B","Nah","Jakarta","23","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"29/5/2021","Agus","Rp194,000.00","Ekyboo","Produk F","Ekyboo","Jawa Barat","17","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"29/5/2021","Agus","Rp194,000.00","Ekyboo","Produk F","Ekyboo","Jawa Barat","17","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"29/5/2021","Agus","Rp194,000.00","Ekyboo","Produk F","Ekyboo","Jawa Barat","17","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"29/5/2021","Agus","Rp194,000.00","Ekyboo","Produk F","Ekyboo","Jawa Barat","17","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"29/5/2021","Agus","Rp194,000.00","Ekyboo","Produk F","Ekyboo","Jawa Barat","17","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"29/5/2021","Agus","Rp194,000.00","Ekyboo","Produk F","Ekyboo","Jawa Barat","17","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"29/1/2021","Aini","Rp150,000.00","Meefgaib","Produk B","Meefgaib","Jawa Barat","16","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"29/1/2021","Aini","Rp150,000.00","Meefgaib","Produk B","Meefgaib","Jawa Barat","16","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"29/1/2021","Aini","Rp150,000.00","Meefgaib","Produk B","Meefgaib","Jawa Barat","16","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"29/1/2021","Aini","Rp150,000.00","Meefgaib","Produk B","Meefgaib","Jawa Barat","16","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"29/1/2021","Aini","Rp150,000.00","Meefgaib","Produk B","Meefgaib","Jawa Barat","16","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"29/1/2021","Aini","Rp150,000.00","Meefgaib","Produk B","Meefgaib","Jawa Barat","16","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"17/2/2021","Aini","Rp150,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"17/2/2021","Aini","Rp150,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"17/2/2021","Aini","Rp150,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"17/2/2021","Aini","Rp150,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"17/2/2021","Aini","Rp150,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"17/2/2021","Aini","Rp150,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"17/2/2021","Aini","Rp150,000.00","Idoob","Produk F","Idoob","Bali","41","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"31/5/2021","Dena","Rp522,000.00","Ousmane","Produk D","Ousmane","Luar Indonesia","20","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"31/5/2021","Dena","Rp522,000.00","Ousmane","Produk D","Ousmane","Luar Indonesia","20","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"3/5/2021","Aini","Rp380,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"3/5/2021","Aini","Rp380,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/5/2021","Aini","Rp380,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"3/5/2021","Aini","Rp380,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"3/5/2021","Aini","Rp380,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"3/5/2021","Aini","Rp380,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"18/5/2021","Aini","Rp225,000.00","Thokozani","Produk F","Thokozani","Luar Indonesia","36","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"18/5/2021","Aini","Rp225,000.00","Thokozani","Produk F","Thokozani","Luar Indonesia","36","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"18/5/2021","Aini","Rp225,000.00","Thokozani","Produk F","Thokozani","Luar Indonesia","36","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"18/5/2021","Aini","Rp225,000.00","Thokozani","Produk F","Thokozani","Luar Indonesia","36","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"18/5/2021","Aini","Rp225,000.00","Thokozani","Produk F","Thokozani","Luar Indonesia","36","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"18/5/2021","Aini","Rp225,000.00","Thokozani","Produk F","Thokozani","Luar Indonesia","36","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"18/5/2021","Aini","Rp225,000.00","Thokozani","Produk F","Thokozani","Luar Indonesia","36","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"14/6/2021","Octroy","Rp27,400,000.00","Evii","Produk C","Evii","Jawa Barat","19","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"14/6/2021","Octroy","Rp27,400,000.00","Evii","Produk C","Evii","Jawa Barat","19","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"14/6/2021","Octroy","Rp27,400,000.00","Evii","Produk C","Evii","Jawa Barat","19","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"14/6/2021","Octroy","Rp27,400,000.00","Evii","Produk C","Evii","Jawa Barat","19","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"14/6/2021","Octroy","Rp27,400,000.00","Evii","Produk C","Evii","Jawa Barat","19","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"14/6/2021","Octroy","Rp27,400,000.00","Evii","Produk C","Evii","Jawa Barat","19","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"14/6/2021","Octroy","Rp27,400,000.00","Evii","Produk C","Evii","Jawa Barat","19","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"29/5/2021","Agus","Rp609,125.00","Oozu","Produk D","Oozu","Jawa Barat","17","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"29/5/2021","Agus","Rp609,125.00","Oozu","Produk D","Oozu","Jawa Barat","17","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"29/5/2021","Agus","Rp609,125.00","Oozu","Produk D","Oozu","Jawa Barat","17","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"29/5/2021","Agus","Rp609,125.00","Oozu","Produk D","Oozu","Jawa Barat","17","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"29/5/2021","Agus","Rp609,125.00","Oozu","Produk D","Oozu","Jawa Barat","17","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"29/5/2021","Agus","Rp609,125.00","Oozu","Produk D","Oozu","Jawa Barat","17","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"12/4/2021","Octroy","Rp1,750,365.00","Ousmane","Produk A","Ousmane","Luar Indonesia","20","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"12/4/2021","Octroy","Rp1,750,365.00","Ousmane","Produk A","Ousmane","Luar Indonesia","20","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"12/4/2021","Octroy","Rp1,750,365.00","Ousmane","Produk A","Ousmane","Luar Indonesia","20","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"12/4/2021","Octroy","Rp1,750,365.00","Ousmane","Produk A","Ousmane","Luar Indonesia","20","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"12/4/2021","Octroy","Rp1,750,365.00","Ousmane","Produk A","Ousmane","Luar Indonesia","20","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"12/4/2021","Octroy","Rp1,750,365.00","Ousmane","Produk A","Ousmane","Luar Indonesia","20","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"12/4/2021","Octroy","Rp1,750,365.00","Ousmane","Produk A","Ousmane","Luar Indonesia","20","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"21/4/2021","Aini","Rp1,244,000.00","Oozu","Produk G","Oozu","Jawa Barat","17","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"21/4/2021","Aini","Rp1,244,000.00","Oozu","Produk G","Oozu","Jawa Barat","17","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"21/4/2021","Aini","Rp1,244,000.00","Oozu","Produk G","Oozu","Jawa Barat","17","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"21/4/2021","Aini","Rp1,244,000.00","Oozu","Produk G","Oozu","Jawa Barat","17","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"21/4/2021","Aini","Rp1,244,000.00","Oozu","Produk G","Oozu","Jawa Barat","17","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"21/4/2021","Aini","Rp1,244,000.00","Oozu","Produk G","Oozu","Jawa Barat","17","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"21/4/2021","Aini","Rp1,244,000.00","Oozu","Produk G","Oozu","Jawa Barat","17","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"16/7/2021","Agus","Rp2,904,000.00","Taurai","Produk C","Taurai","Jakarta","35","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"16/7/2021","Agus","Rp2,904,000.00","Taurai","Produk C","Taurai","Jakarta","35","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"16/7/2021","Agus","Rp2,904,000.00","Taurai","Produk C","Taurai","Jakarta","35","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"16/7/2021","Agus","Rp2,904,000.00","Taurai","Produk C","Taurai","Jakarta","35","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"16/7/2021","Agus","Rp2,904,000.00","Taurai","Produk C","Taurai","Jakarta","35","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"16/7/2021","Agus","Rp2,904,000.00","Taurai","Produk C","Taurai","Jakarta","35","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
